,lai_q05,lai_q50,lai_q95,ccc_q05,ccc_q50,ccc_q95,sensing_date,agdd,farm,parcel,variety,cab_q50
104,2.7584669828414916,4.779731750488281,5.180116653442383,1.289384561777115,2.4837839603424072,2.7440120577812195,2022-06-13,1575,Strickhof,Bramenwies,Montalbano,51.96492376562078
105,2.3232821226119995,3.5686631202697754,3.9641694545745847,1.010220330953598,1.6538626551628113,1.88172213435173,2022-06-18,1687,Strickhof,Bramenwies,Montalbano,46.3440397545226
106,3.6361749291419985,4.95418381690979,5.28717520236969,1.5776310503482818,2.3591790199279785,2.5781675815582275,2022-06-20,1740,Strickhof,Bramenwies,Montalbano,47.61993311341311
107,2.5138499975204467,4.039461374282837,4.632471513748169,1.0285260617733,1.8353456854820251,2.1785682916641234,2022-06-23,1803,Strickhof,Bramenwies,Montalbano,45.435406244177074
108,2.0583542585372925,3.5315860509872437,4.039879894256591,0.8638982623815536,1.6355514526367188,1.90657662153244,2022-06-25,1839,Strickhof,Bramenwies,Montalbano,46.312094028673194
109,1.2848722696304322,1.8933757543563843,2.286535549163818,0.49599495679140093,0.8056178689002991,1.0095583200454712,2022-07-03,1993,Strickhof,Bramenwies,Montalbano,42.54928621784074
110,1.3388589560985564,1.6468271017074585,2.0207302927970883,0.5133336275815964,0.6648838818073273,0.8395313680171964,2022-07-05,2034,Strickhof,Bramenwies,Montalbano,40.3736300621944
111,1.1920519948005677,1.3786801099777222,1.6297268092632293,0.45650754272937777,0.5490382313728333,0.6703113555908203,2022-07-08,2090,Strickhof,Bramenwies,Montalbano,39.82346792409336
112,1.0664097130298615,1.131225049495697,1.2920482397079467,0.40597995221614835,0.42986221611499786,0.5006504297256469,2022-07-13,2190,Strickhof,Bramenwies,Montalbano,37.9997080427658
113,1.1406511068344116,1.1752885580062866,1.371637898683548,0.4262099340558052,0.4380136728286743,0.5375002890825271,2022-07-15,2240,Strickhof,Bramenwies,Montalbano,37.26860691741129
114,1.1143203973770142,1.1641641855239868,1.4363302052021025,0.41864306926727296,0.4344944655895233,0.5658268690109252,2022-07-18,2307,Strickhof,Bramenwies,Montalbano,37.32243879276862
115,1.022468090057373,1.1605424880981445,1.594606637954712,0.38689038157463074,0.4297369718551636,0.632013201713562,2022-07-25,2476,Strickhof,Bramenwies,Montalbano,37.02897362761799
116,0.20964203625917435,0.34771183133125305,0.3763166546821594,0.013547022640705111,0.07082021981477737,0.11083437204360962,2022-03-05,406,Strickhof,Fluegenrain,Cadlimo,20.367503614597858
117,0.18878875672817233,0.3616448640823364,0.4069420397281647,0.006436469452455642,0.10120894759893417,0.1425335571169853,2022-03-10,415,Strickhof,Fluegenrain,Cadlimo,27.98572789240323
118,0.34863661825656894,0.5592061281204224,0.6283090591430665,0.06745428442955018,0.18556822836399078,0.21979239583015442,2022-03-20,493,Strickhof,Fluegenrain,Cadlimo,33.184226536950526
119,0.3308883666992188,0.6080591678619385,0.7048148572444916,0.06215529553592206,0.22257685661315918,0.2907068431377411,2022-03-22,511,Strickhof,Fluegenrain,Cadlimo,36.604473442244995
